claim_id,open_date,line,cycle_days,paid_amount_usd,subrogation_recovered
L005265,2026-06-26,Liability,36,8372,0
L003951,2026-04-29,Auto,28,6668,0
L004593,2026-05-20,Property,29,13830,0
L003949,2026-04-23,Auto,23,4199,0
L000640,2025-09-28,Auto,30,3837,1
L001604,2025-11-18,Property,93,12196,0
L000783,2025-09-17,Property,54,769,0
L004248,2026-04-22,Liability,65,14170,0
L002573,2026-01-05,Auto,31,1272,0
L001287,2025-10-06,Liability,94,34995,0
L005082,2026-06-04,Property,45,13326,0
L000160,2025-08-02,Auto,35,5384,1
L003530,2026-03-30,Auto,37,6482,0
L000588,2025-09-12,Auto,41,3677,0
L005043,2026-06-19,Property,29,9581,1
L003796,2026-03-10,Liability,41,470,0
L000208,2025-08-04,Auto,41,3615,0
L001162,2025-10-25,Property,59,18898,0
L005350,2026-07-10,Auto,24,6493,0
L002806,2026-01-26,Liability,69,300,0
L003377,2026-03-14,Auto,33,2989,0
L001231,2025-10-01,Property,30,6143,0
L000872,2025-09-02,Liability,41,6671,0
L005118,2026-06-24,Property,28,11199,0
L002706,2026-01-16,Property,27,11285,0
L000733,2025-09-02,Property,73,300,0
L000172,2025-08-07,Auto,40,5993,0
L004854,2026-06-12,Auto,15,4549,0
L001525,2025-11-22,Auto,61,7460,0
L000686,2025-09-14,Property,65,8426,0
L000416,2025-08-01,Liability,78,3131,0
L003833,2026-04-27,Auto,33,1404,0
L005144,2026-06-02,Property,34,7306,0
L001367,2025-10-19,Liability,113,300,0
L000398,2025-08-11,Liability,101,7200,0
L000393,2025-08-08,Liability,8,7237,0
L001082,2025-10-29,Auto,40,2995,1
L004511,2026-05-03,Auto,23,5909,0
L002652,2026-01-22,Property,20,2604,0
L003867,2026-04-24,Auto,34,1440,0
L005484,2026-07-13,Auto,10,8123,0
L002400,2026-01-27,Auto,30,1446,0
L000846,2025-09-13,Liability,45,27270,0
L001022,2025-10-04,Auto,31,300,0
L003630,2026-03-01,Property,74,9278,0
L002178,2025-12-18,Property,33,12491,0
L002938,2026-02-04,Auto,55,8485,0
L002557,2026-01-11,Auto,54,5596,0
L004672,2026-05-10,Property,46,9006,0
L000047,2025-08-26,Auto,26,4384,0
L002978,2026-02-21,Auto,42,8102,0
L003500,2026-03-28,Auto,54,4509,0
L003110,2026-02-15,Property,43,14142,0
L000082,2025-08-06,Auto,55,3206,0
L003327,2026-02-15,Liability,48,300,0
L005262,2026-06-30,Liability,100,28194,0
L005254,2026-06-30,Liability,13,10204,0
L001105,2025-10-24,Auto,43,5402,0
L002625,2026-01-10,Property,80,9839,0
L000003,2025-08-30,Auto,32,3992,0
L001124,2025-10-23,Property,46,9198,1
L001180,2025-10-14,Property,40,15713,0
L001213,2025-10-26,Property,65,18116,0
L000169,2025-08-19,Auto,40,4911,0
L000730,2025-09-30,Property,56,5160,0
L002064,2025-12-04,Auto,57,300,0
L003570,2026-03-09,Auto,29,6892,0
L005490,2026-07-13,Auto,22,1028,0
L000967,2025-10-18,Auto,25,3521,0
L004645,2026-05-01,Property,49,18178,0
L000972,2025-10-07,Auto,31,2887,0
L004713,2026-05-11,Liability,26,11829,0
L005607,2026-07-02,Property,31,14373,0
L000952,2025-10-02,Auto,39,3641,0
L001086,2025-10-15,Auto,49,5445,0
L005018,2026-06-26,Auto,29,7182,0
L003680,2026-03-08,Property,31,300,0
L001093,2025-10-01,Auto,44,8951,1
L004618,2026-05-05,Property,42,13599,0
L003134,2026-02-07,Property,71,12037,0
L002017,2025-12-01,Auto,49,6533,0
L005052,2026-06-20,Property,33,10224,0
L001154,2025-10-08,Property,58,4755,0
L000435,2025-08-27,Liability,73,300,0
L000476,2025-09-11,Auto,24,1486,1
L001619,2025-11-02,Property,63,8046,0
L002396,2026-01-20,Auto,43,6429,0
L003359,2026-03-23,Auto,46,4259,0
L001061,2025-10-30,Auto,20,6470,0
L002626,2026-01-30,Property,52,7889,0
L000461,2025-09-25,Auto,59,2330,0
L003954,2026-04-12,Auto,32,7049,0
L004663,2026-05-16,Property,33,2006,0
L002601,2026-01-19,Property,47,7569,0
L001173,2025-10-11,Property,18,20654,0
L002645,2026-01-15,Property,27,9719,0
L002950,2026-02-18,Auto,28,4650,0
L000557,2025-09-29,Auto,31,708,0
L001583,2025-11-05,Auto,50,2452,0
L004653,2026-05-14,Property,39,10562,0
L001288,2025-10-06,Liability,42,4684,0
L002149,2025-12-02,Property,30,13656,0
L005696,2026-07-02,Liability,42,20499,0
L005383,2026-07-28,Auto,16,3375,0
L000027,2025-08-17,Auto,48,1384,0
L003360,2026-03-01,Auto,39,7170,0
L005617,2026-07-12,Property,24,10512,0
L001459,2025-11-11,Auto,60,5261,0
L004124,2026-04-30,Property,35,20909,0
L004879,2026-06-23,Auto,5,3586,0
L004601,2026-05-20,Property,42,6581,0
L000147,2025-08-19,Auto,36,4541,0
L003734,2026-03-19,Property,61,11870,1
L005657,2026-07-30,Property,35,8364,0
L001882,2025-12-25,Auto,40,6625,0
L003726,2026-03-10,Property,52,705,0
L003467,2026-03-27,Auto,33,6743,0
L003057,2026-02-10,Auto,29,2381,0
L000307,2025-08-07,Property,43,10503,0
L001989,2025-12-08,Auto,45,6909,0
L000628,2025-09-19,Auto,32,3898,0
L005647,2026-07-21,Property,32,9405,0
L004674,2026-05-01,Property,39,27284,0
L000417,2025-08-21,Liability,57,300,0
L000329,2025-08-10,Property,50,6856,0
L002287,2025-12-15,Liability,15,11958,0
L001931,2025-12-23,Auto,48,4679,0
L005292,2026-07-12,Auto,19,7533,0
L003330,2026-02-05,Liability,38,1808,0
L001829,2025-11-05,Liability,54,28951,0
L001609,2025-11-23,Property,42,6616,1
L000294,2025-08-06,Property,50,21423,0
L003319,2026-02-21,Liability,74,1756,0
L005646,2026-07-17,Property,19,22810,0
L003354,2026-03-09,Auto,38,5757,1
L000470,2025-09-24,Auto,39,8697,0
L002769,2026-01-23,Liability,86,18790,0
L003371,2026-03-14,Auto,23,1814,0
L000875,2025-09-27,Liability,28,14447,0
L001909,2025-12-01,Auto,46,715,0
L005075,2026-06-17,Property,43,16888,0
L002602,2026-01-10,Property,53,17381,0
L004004,2026-04-07,Auto,42,4993,0
L002990,2026-02-22,Auto,19,8145,0
L003709,2026-03-25,Property,37,8477,1
L003646,2026-03-08,Property,41,7156,0
L002892,2026-02-02,Auto,25,4325,0
L000078,2025-08-22,Auto,40,300,0
L004337,2026-05-26,Auto,28,5283,0
L002991,2026-02-17,Auto,46,1206,0
L003177,2026-02-05,Property,27,6648,0
L004833,2026-06-05,Auto,28,4786,0
L000084,2025-08-06,Auto,14,1037,0
L002799,2026-01-22,Liability,70,18308,0
L004011,2026-04-27,Auto,24,6750,0
L003490,2026-03-06,Auto,30,7930,0
L001427,2025-11-24,Auto,38,9780,0
L001445,2025-11-01,Auto,26,2239,0
L004553,2026-05-31,Property,42,4750,0
L003915,2026-04-25,Auto,33,8580,0
L002228,2025-12-26,Property,56,15812,0
L002119,2025-12-18,Property,42,10109,0
L004272,2026-04-17,Liability,57,33363,0
L001534,2025-11-12,Auto,5,7228,0
L003560,2026-03-13,Auto,49,2574,0
L003727,2026-03-13,Property,35,15682,0
L000741,2025-09-03,Property,44,11892,0
L001719,2025-11-06,Property,51,12820,0
L002855,2026-01-23,Liability,48,18483,0
L000118,2025-08-24,Auto,20,6438,0
L000985,2025-10-02,Auto,41,8084,0
L003218,2026-02-13,Property,28,12492,0
L004146,2026-04-03,Property,35,3325,0
L005246,2026-06-21,Liability,45,2627,0
L002998,2026-02-08,Auto,32,8011,0
L001665,2025-11-18,Property,46,6872,0
L005697,2026-07-12,Liability,57,24382,0
L004327,2026-05-13,Auto,26,300,0
L001426,2025-11-19,Auto,31,6352,0
L002649,2026-01-15,Property,55,4832,0
L004458,2026-05-10,Auto,34,3422,0
L003309,2026-02-19,Liability,18,33306,0
L001733,2025-11-28,Property,12,3254,0
L004766,2026-05-12,Liability,31,14463,0
L002864,2026-02-01,Auto,27,300,0
L001840,2025-11-01,Liability,44,28642,1
L000429,2025-08-24,Liability,61,300,0
L004290,2026-04-28,Liability,55,13113,0
L005464,2026-07-27,Auto,18,7276,0
L001835,2025-11-17,Liability,86,300,0
L001235,2025-10-25,Property,77,13558,0
L004474,2026-05-31,Auto,15,1750,0
L002623,2026-01-26,Property,49,11634,0
L004195,2026-04-27,Property,16,8329,0
L003712,2026-03-02,Property,32,13879,0
L004529,2026-05-12,Auto,24,3037,0
L002157,2025-12-31,Property,64,14343,0
L004803,2026-06-06,Auto,17,3416,0
L004850,2026-06-25,Auto,16,5124,0
L002613,2026-01-12,Property,58,22285,0
L005170,2026-06-02,Property,31,18543,1
L004779,2026-05-10,Liability,48,1731,0
L005119,2026-06-20,Property,34,1450,0
L000798,2025-09-21,Property,51,7978,0
L004419,2026-05-24,Auto,20,747,0
L002875,2026-02-14,Auto,31,5289,0
L003363,2026-03-26,Auto,16,3795,1
L000370,2025-08-21,Liability,67,8324,0
L003079,2026-02-20,Auto,33,7730,0
L004889,2026-06-08,Auto,16,7602,0
L002866,2026-02-18,Auto,40,7739,0
L000408,2025-08-13,Liability,58,28569,0
L000934,2025-10-02,Auto,24,851,1
L003608,2026-03-03,Property,33,15991,0
L001794,2025-11-03,Liability,44,13958,0
L004026,2026-04-01,Auto,31,6555,0
L004576,2026-05-24,Property,49,17651,0
L004413,2026-05-06,Auto,19,4496,1
L004542,2026-05-28,Auto,18,610,0
L001613,2025-11-16,Property,48,19652,0
L000833,2025-09-19,Liability,35,10046,0
L001144,2025-10-08,Property,56,16933,0
L005573,2026-07-28,Property,24,14710,0
L004494,2026-05-06,Auto,24,5411,1
L003696,2026-03-05,Property,59,4361,0
L000903,2025-09-14,Liability,69,14509,0
L004852,2026-06-24,Auto,40,2987,0
L003528,2026-03-09,Auto,39,377,0
L004630,2026-05-12,Property,38,10736,0
L002765,2026-01-07,Property,53,12746,0
L002821,2026-01-17,Liability,71,8902,0
L003355,2026-03-11,Auto,45,5189,0
L000815,2025-09-17,Liability,55,22916,0
L000607,2025-09-19,Auto,43,2266,0
L003682,2026-03-26,Property,81,300,0
L002822,2026-01-25,Liability,51,17734,0
L005715,2026-07-07,Liability,37,6281,0
L000984,2025-10-05,Auto,33,3628,0
L001501,2025-11-10,Auto,60,2285,0
L004664,2026-05-14,Property,19,19144,0
L001998,2025-12-29,Auto,38,6738,0
L004164,2026-04-10,Property,45,11140,1
L003720,2026-03-17,Property,47,3292,0
L005416,2026-07-30,Auto,14,2699,1
L002980,2026-02-21,Auto,50,1215,0
L001586,2025-11-10,Auto,51,3374,0
L002521,2026-01-13,Auto,27,3418,0
L005728,2026-07-28,Liability,53,19785,0
L004986,2026-06-16,Auto,24,3890,1
L003775,2026-03-30,Liability,99,1232,0
L003482,2026-03-02,Auto,39,6623,1
L000731,2025-09-09,Property,55,3772,0
L003730,2026-03-03,Property,37,11814,0
L002748,2026-01-28,Property,76,11174,0
L002379,2026-01-08,Auto,45,5496,0
L003583,2026-03-31,Property,62,9907,0
L004098,2026-04-11,Property,42,10702,0
L000467,2025-09-07,Auto,41,3839,0
L004633,2026-05-15,Property,51,3984,0
L003125,2026-02-18,Property,54,8504,0
L000651,2025-09-15,Auto,33,1888,0
L004613,2026-05-21,Property,9,14768,0
L005251,2026-06-28,Liability,44,18376,0
L002097,2025-12-23,Property,47,5141,0
L002647,2026-01-09,Property,81,16935,0
L000324,2025-08-30,Property,63,14483,1
L002300,2025-12-04,Liability,71,16314,0
L000778,2025-09-29,Property,42,22173,0
L005433,2026-07-01,Auto,21,4529,0
L003924,2026-04-18,Auto,19,3852,0
L002937,2026-02-04,Auto,50,9311,0
L005714,2026-07-17,Liability,31,23951,0
L004718,2026-05-06,Liability,73,29628,0
L001253,2025-10-22,Property,55,12576,0
L000072,2025-08-15,Auto,36,2919,0
L000107,2025-08-24,Auto,18,7850,0
L005287,2026-07-26,Auto,22,6800,0
L003216,2026-02-22,Property,50,4294,0
L000218,2025-08-15,Property,40,10672,0
L005489,2026-07-23,Auto,24,6249,0
L000132,2025-08-22,Auto,20,6424,0
L001561,2025-11-22,Auto,33,675,0
L001115,2025-10-08,Auto,23,3693,0
L001000,2025-10-03,Auto,47,6987,0
L002060,2025-12-12,Auto,12,4902,0
L005517,2026-07-17,Property,24,8111,0
L000933,2025-10-27,Auto,29,300,0
L005583,2026-07-09,Property,35,5856,0
L003761,2026-03-13,Liability,48,15831,0
L004742,2026-05-04,Liability,67,23743,0
L000966,2025-10-09,Auto,43,2122,0
L002195,2025-12-08,Property,72,300,0
L002301,2025-12-01,Liability,104,21514,0
L002282,2025-12-24,Liability,87,15573,0
L003389,2026-03-26,Auto,29,2624,0
L002921,2026-02-24,Auto,16,3717,0
L003976,2026-04-24,Auto,26,2395,0
L003693,2026-03-12,Property,64,10272,0
L001004,2025-10-14,Auto,45,8227,0
L005166,2026-06-17,Property,47,12032,0
L004109,2026-04-28,Property,32,3395,0
L000183,2025-08-23,Auto,35,3314,0
L001660,2025-11-11,Property,34,6743,0
L005595,2026-07-09,Property,23,1609,0
L004848,2026-06-29,Auto,16,4189,0
L001087,2025-10-09,Auto,24,1695,0
L002437,2026-01-25,Auto,24,6230,0
L000386,2025-08-20,Liability,38,26013,0
L001091,2025-10-22,Auto,41,11266,0
L002508,2026-01-09,Auto,6,8441,0
L002935,2026-02-15,Auto,41,6654,1
L004894,2026-06-17,Auto,21,7308,0
L005113,2026-06-14,Property,34,3389,0
L005761,2026-07-03,Liability,32,26041,0
L002597,2026-01-11,Property,26,7841,0
L003862,2026-04-30,Auto,17,2449,0
L003602,2026-03-28,Property,58,19342,0
L005221,2026-06-12,Liability,57,2632,0
L004895,2026-06-28,Auto,20,1843,0
L005666,2026-07-27,Property,37,8266,0
L001198,2025-10-23,Property,64,6213,0
L002133,2025-12-16,Property,71,2042,0
L002391,2026-01-15,Auto,24,4020,0
L005630,2026-07-09,Property,42,7284,0
L002215,2025-12-12,Property,36,12492,0
L005247,2026-06-01,Liability,49,8485,0
L001921,2025-12-07,Auto,42,300,0
L002376,2026-01-07,Auto,19,5994,0
L003593,2026-03-25,Property,52,300,0
L005516,2026-07-29,Property,25,10417,0
L004178,2026-04-13,Property,47,20378,0
L005258,2026-06-19,Liability,70,15551,0
L004720,2026-05-16,Liability,43,4908,0
L003744,2026-03-30,Liability,72,300,0
L000261,2025-08-26,Property,28,15326,0
L003438,2026-03-31,Auto,49,4034,0
L002536,2026-01-25,Auto,29,3770,1
L002958,2026-02-07,Auto,36,2801,0
L000982,2025-10-10,Auto,34,5960,0
L002326,2025-12-28,Liability,38,2354,0
L003600,2026-03-20,Property,27,11290,0
L000345,2025-08-15,Property,66,5479,0
L002995,2026-02-16,Auto,61,6016,0
L000338,2025-08-11,Property,35,6492,0
L001159,2025-10-21,Property,54,15554,0
L004072,2026-04-14,Property,47,7422,0
L005070,2026-06-15,Property,26,10137,0
L001272,2025-10-24,Property,44,19047,0
L001727,2025-11-21,Property,41,16665,0
L004151,2026-04-17,Property,45,4614,0
L004706,2026-05-27,Property,36,5334,0
L004069,2026-04-21,Property,27,1910,0
L002145,2025-12-15,Property,52,14657,0
L000596,2025-09-15,Auto,38,3855,0
L001981,2025-12-20,Auto,30,2370,0
L005217,2026-06-09,Liability,20,15336,0
L000989,2025-10-14,Auto,32,5101,0
L004637,2026-05-14,Property,23,12210,0
L002012,2025-12-29,Auto,51,6155,0
L001500,2025-11-04,Auto,28,2169,0
L002412,2026-01-03,Auto,46,3305,0
L004411,2026-05-14,Auto,12,5332,0
L003453,2026-03-31,Auto,47,4631,0
L005413,2026-07-29,Auto,20,1786,0
L002771,2026-01-04,Liability,82,300,0
L002302,2025-12-18,Liability,57,5842,0
L005740,2026-07-23,Liability,65,2113,0
L004924,2026-06-27,Auto,20,1745,0
L004194,2026-04-03,Property,43,10744,0
L003179,2026-02-02,Property,45,300,0
L005291,2026-07-06,Auto,23,8199,0
L002614,2026-01-23,Property,63,2535,0
L002605,2026-01-10,Property,89,12356,0
L003722,2026-03-21,Property,60,3727,0
L002701,2026-01-27,Property,50,15534,0
L001523,2025-11-29,Auto,21,4560,0
L001355,2025-10-19,Liability,84,18135,0
L003130,2026-02-01,Property,49,4707,1
L000029,2025-08-24,Auto,43,6232,0
L000539,2025-09-28,Auto,43,9338,0
L000037,2025-08-26,Auto,32,2052,0
L001528,2025-11-05,Auto,36,6918,0
L005738,2026-07-20,Liability,63,14003,0
L000251,2025-08-20,Property,39,6796,0
L001904,2025-12-25,Auto,50,2957,0
L001364,2025-10-01,Liability,60,4915,0
L004951,2026-06-29,Auto,23,8805,0
L002140,2025-12-05,Property,23,14685,0
L003435,2026-03-17,Auto,44,5553,1
L002886,2026-02-26,Auto,63,3690,0
L003750,2026-03-24,Liability,77,10774,0
L000883,2025-09-03,Liability,49,21404,0
L004921,2026-06-12,Auto,21,4177,0
L005280,2026-06-11,Liability,35,28358,0
L000777,2025-09-08,Property,58,13659,0
L002368,2025-12-01,Liability,67,10703,0
L004266,2026-04-26,Liability,64,300,1
L005261,2026-06-10,Liability,71,18816,0
L000945,2025-10-11,Auto,24,2102,0
L001481,2025-11-07,Auto,44,6704,0
L002370,2025-12-09,Liability,61,5320,0
L002736,2026-01-12,Property,57,16331,0
L005317,2026-07-28,Auto,19,6407,0
L003605,2026-03-15,Property,57,9702,0
L002884,2026-02-18,Auto,60,4545,1
L001317,2025-10-02,Liability,60,28637,0
L000304,2025-08-03,Property,38,15612,0
L005608,2026-07-14,Property,17,300,0
L005046,2026-06-17,Property,35,17444,0
L005009,2026-06-27,Auto,20,2923,0
L000358,2025-08-11,Property,29,2488,0
L002819,2026-01-18,Liability,38,24150,0
L004819,2026-06-01,Auto,23,8064,0
L004501,2026-05-16,Auto,34,6566,0
L005226,2026-06-21,Liability,56,19698,0
L003929,2026-04-24,Auto,21,3573,0
L002656,2026-01-13,Property,42,10820,0
L003569,2026-03-07,Auto,45,2520,0
L003801,2026-03-26,Liability,58,23206,0
L003588,2026-03-23,Property,50,2405,0
L004552,2026-05-15,Property,39,300,0
L005007,2026-06-13,Auto,13,3576,0
L004703,2026-05-24,Property,33,22233,0
L004962,2026-06-23,Auto,33,6334,0
L002862,2026-02-16,Auto,26,8266,0
L002008,2025-12-20,Auto,57,2862,1
L003002,2026-02-15,Auto,47,7227,0
L002186,2025-12-27,Property,38,9036,0
L004052,2026-04-15,Auto,32,4764,0
L001849,2025-11-26,Liability,66,23935,0
L001790,2025-11-23,Liability,80,7703,0
L003045,2026-02-04,Auto,34,6255,0
L003184,2026-02-03,Property,39,8124,0
L004502,2026-05-14,Auto,17,5694,1
L004756,2026-05-09,Liability,54,17453,0
L001533,2025-11-10,Auto,42,656,0
L003062,2026-02-18,Auto,37,3805,0
L003086,2026-02-26,Property,60,8340,0
L004382,2026-05-30,Auto,16,4041,0
L005087,2026-06-24,Property,11,14023,0
L004773,2026-05-20,Liability,92,13069,0
L001139,2025-10-04,Property,62,11188,0
L001249,2025-10-11,Property,27,300,1
L002545,2026-01-16,Auto,25,5282,0
L004746,2026-05-10,Liability,42,15236,0
L001634,2025-11-06,Property,35,9829,0
L004859,2026-06-06,Auto,20,5322,0
L004415,2026-05-15,Auto,15,1456,0
L001440,2025-11-17,Auto,26,968,0
L004410,2026-05-25,Auto,31,557,1
L003691,2026-03-09,Property,73,11095,0
L000711,2025-09-26,Property,36,18492,0
L001961,2025-12-11,Auto,64,5687,0
L002682,2026-01-20,Property,57,11320,0
L002666,2026-01-03,Property,26,11270,0
L004342,2026-05-18,Auto,18,5999,0
L005712,2026-07-04,Liability,35,16289,0
L003550,2026-03-18,Auto,43,3885,0
L000154,2025-08-02,Auto,38,2954,0
L000973,2025-10-23,Auto,36,4211,0
L003591,2026-03-13,Property,51,7150,0
L003587,2026-03-18,Property,50,6970,1
L003906,2026-04-22,Auto,40,3536,0
L004022,2026-04-16,Auto,47,6351,0
L001532,2025-11-29,Auto,31,7938,0
L001640,2025-11-24,Property,48,17219,0
L004677,2026-05-05,Property,56,17788,0
L000674,2025-09-15,Property,44,16616,0
L004293,2026-04-12,Liability,73,18158,1
L003044,2026-02-25,Auto,29,3334,0
L003555,2026-03-29,Auto,44,9425,0
L003207,2026-02-22,Property,47,13660,0
L002235,2025-12-03,Property,73,3514,0
L001460,2025-11-04,Auto,31,3943,0
L004695,2026-05-22,Property,30,4371,0
L003039,2026-02-23,Auto,51,1462,0
L005634,2026-07-23,Property,20,9666,0
L004970,2026-06-04,Auto,13,5997,0
L000243,2025-08-27,Property,54,18631,0
L000203,2025-08-17,Auto,53,3837,0
L003627,2026-03-03,Property,68,6093,0
L003292,2026-02-15,Liability,43,8156,0
L000309,2025-08-09,Property,15,9937,0
L000715,2025-09-17,Property,82,9717,0
L000093,2025-08-21,Auto,35,7928,0
L002898,2026-02-15,Auto,23,5717,0
L002510,2026-01-11,Auto,49,2268,0
L004959,2026-06-03,Auto,17,6276,1
L000856,2025-09-02,Liability,87,10512,0
L003353,2026-03-03,Auto,21,10796,0
L004657,2026-05-25,Property,42,12598,0
L000809,2025-09-26,Property,28,3164,0
L001704,2025-11-08,Property,57,7480,0
L003415,2026-03-22,Auto,29,3552,0
L003290,2026-02-25,Liability,69,4508,0
L002406,2026-01-02,Auto,33,3619,0
L001128,2025-10-18,Property,71,16398,0
L005143,2026-06-20,Property,23,12628,0
L000215,2025-08-08,Property,62,6141,0
L004777,2026-05-16,Liability,78,26607,0
L003882,2026-04-24,Auto,22,7684,0
L000884,2025-09-11,Liability,76,6589,0
L000578,2025-09-16,Auto,18,2542,0
L003782,2026-03-06,Liability,52,18506,0
L004191,2026-04-11,Property,16,7303,0
L002378,2026-01-04,Auto,45,2845,0
L004043,2026-04-13,Auto,32,4260,0
L001081,2025-10-30,Auto,38,5458,1
L001273,2025-10-18,Property,68,22056,0
L001914,2025-12-09,Auto,25,300,0
L005024,2026-06-06,Auto,31,3958,1
L001985,2025-12-11,Auto,53,6375,0
L001266,2025-10-27,Property,60,3239,0
L002675,2026-01-17,Property,35,16413,0
L004388,2026-05-03,Auto,29,6544,1
L005255,2026-06-11,Liability,29,11086,0
L004252,2026-04-07,Liability,45,10267,0
L001558,2025-11-28,Auto,28,3391,1
L003568,2026-03-05,Auto,17,3913,0
L000161,2025-08-06,Auto,38,7467,0
L005551,2026-07-17,Property,21,29365,0
L003231,2026-02-01,Property,28,5701,0
L002179,2025-12-03,Property,49,300,0
L003031,2026-02-25,Auto,30,9637,0
L003198,2026-02-22,Property,50,19036,0
L005178,2026-06-10,Property,21,6968,0
L001190,2025-10-05,Property,54,10851,0
L000667,2025-09-15,Property,21,3270,0
L001037,2025-10-13,Auto,47,4690,0
L004097,2026-04-12,Property,37,7939,0
L003322,2026-02-02,Liability,55,22351,0
L003524,2026-03-15,Auto,31,3909,0
L004981,2026-06-04,Auto,28,3599,0
L005611,2026-07-30,Property,44,11693,0
L000937,2025-10-25,Auto,52,4534,0
L002877,2026-02-05,Auto,47,1404,0
L001793,2025-11-16,Liability,30,25641,0
L004860,2026-06-15,Auto,22,3366,0
L003093,2026-02-10,Property,66,11301,0
L004946,2026-06-20,Auto,12,2661,0
L005333,2026-07-05,Auto,27,3816,0
L005655,2026-07-12,Property,18,14695,0
L003186,2026-02-13,Property,40,17702,0
L005154,2026-06-06,Property,45,6335,1
L000551,2025-09-03,Auto,30,7183,0
L001543,2025-11-21,Auto,37,300,0
L000009,2025-08-28,Auto,52,300,0
L002259,2025-12-09,Property,40,15482,0
L000980,2025-10-14,Auto,28,3433,0
L000914,2025-10-20,Auto,18,6150,0
L001378,2025-11-16,Auto,19,300,0
L002257,2025-12-28,Property,100,8015,0
L004220,2026-04-01,Property,41,8241,0
L000565,2025-09-04,Auto,40,6564,0
L003820,2026-03-14,Liability,92,22580,0
L005460,2026-07-05,Auto,10,6504,0
L003947,2026-04-30,Auto,25,6349,1
L004460,2026-05-08,Auto,30,4445,0
L002462,2026-01-18,Auto,42,1895,0
L001579,2025-11-03,Auto,28,3183,0
L000669,2025-09-16,Property,44,8598,0
L002015,2025-12-30,Auto,38,3605,0
L003065,2026-02-19,Auto,46,300,0
L004405,2026-05-20,Auto,5,5523,0
L002484,2026-01-16,Auto,63,1850,1
L002025,2025-12-10,Auto,44,6083,0
L001587,2025-11-23,Auto,37,6366,1
L000814,2025-09-20,Property,59,6726,0
L002889,2026-02-23,Auto,28,4415,0
L005120,2026-06-29,Property,28,15216,0
L004039,2026-04-19,Auto,27,300,0
L004856,2026-06-02,Auto,23,3189,0
L000349,2025-08-19,Property,53,8579,0
L005689,2026-07-05,Liability,77,20395,0
L005051,2026-06-09,Property,23,11757,0
L000543,2025-09-15,Auto,31,5749,0
L000124,2025-08-25,Auto,59,4707,0
L001101,2025-10-28,Auto,40,2359,0
L003613,2026-03-04,Property,60,6925,0
L000912,2025-10-09,Auto,45,6900,0
L003236,2026-02-08,Property,45,10631,0
L001865,2025-12-22,Auto,33,5089,0
L002134,2025-12-13,Property,59,6923,0
L002204,2025-12-04,Property,64,9675,1
L001473,2025-11-09,Auto,40,2310,0
L005245,2026-06-18,Liability,68,23336,1
L005687,2026-07-11,Liability,87,9930,0
L001179,2025-10-13,Property,31,1455,0
L002167,2025-12-16,Property,63,18955,0
L002194,2025-12-30,Property,72,12732,1
L001507,2025-11-22,Auto,38,4228,0
L002316,2025-12-12,Liability,70,22584,0
L002559,2026-01-07,Auto,51,7712,0
L001512,2025-11-18,Auto,47,6038,0
L002531,2026-01-24,Auto,34,4748,0
L004753,2026-05-03,Liability,73,14690,0
L003296,2026-02-26,Liability,67,18012,0
L005504,2026-07-30,Auto,36,2290,1
L001277,2025-10-31,Liability,98,9045,0
L005640,2026-07-13,Property,47,480,0
L005158,2026-06-23,Property,38,10645,0
L002090,2025-12-27,Property,16,387,0
L003773,2026-03-29,Liability,68,18647,0
L002349,2025-12-07,Liability,60,12370,0
L002227,2025-12-05,Property,54,22564,0
L001282,2025-10-29,Liability,48,21595,0
L004442,2026-05-26,Auto,34,1486,0
L001602,2025-11-24,Property,32,8287,0
L003052,2026-02-02,Auto,41,3339,0
L003021,2026-02-04,Auto,35,889,0
L000582,2025-09-05,Auto,16,6828,0
L001390,2025-11-07,Auto,35,300,0
L003537,2026-03-26,Auto,27,5559,0
L004738,2026-05-03,Liability,27,25735,0
L004130,2026-04-22,Property,34,12529,0
L002787,2026-01-14,Liability,88,25994,0
L004281,2026-04-05,Liability,63,25316,0
L004406,2026-05-01,Auto,44,4514,0
L005374,2026-07-10,Auto,15,3259,0
L003910,2026-04-17,Auto,36,3216,0
L003446,2026-03-27,Auto,33,1144,0
L004615,2026-05-03,Property,25,24303,0
L003526,2026-03-13,Auto,69,5105,0
L000845,2025-09-06,Liability,81,25744,0
L000367,2025-08-26,Liability,14,17119,0
L004968,2026-06-14,Auto,9,5605,0
L001227,2025-10-22,Property,54,13783,0
L005002,2026-06-15,Auto,20,4291,0
L001102,2025-10-16,Auto,15,5967,0
L001218,2025-10-16,Property,79,12553,0
L004350,2026-05-23,Auto,31,6722,0
L000867,2025-09-30,Liability,15,2604,0
L004317,2026-05-05,Auto,21,3149,1
L001433,2025-11-25,Auto,45,797,0
L004704,2026-05-03,Property,23,16491,1
L002905,2026-02-18,Auto,58,10953,0
L000863,2025-09-22,Liability,62,24906,1
L001518,2025-11-11,Auto,52,6926,0
L000626,2025-09-26,Auto,26,3800,0
L001116,2025-10-26,Auto,41,6680,0
L005218,2026-06-26,Liability,75,18662,0
L005306,2026-07-11,Auto,8,4295,0
L001805,2025-11-09,Liability,68,300,0
L005050,2026-06-05,Property,39,6151,0
L001405,2025-11-24,Auto,45,300,0
L004508,2026-05-05,Auto,33,4345,0
L000282,2025-08-02,Property,49,10066,0
